日期,股票代號,開盤價,收盤價,收盤_開盤,最高價,最低價,日振幅,漲跌幅_pct,日振幅_昨收_pct,成交量,量增率_pct,實體_pct,上影_pct,下影_pct,K線型態,跳空缺口,5日平均,10日平均,20日平均,60日平均,5日扣抵值,5日扣抵影響_pct,10日扣抵值,10日扣抵影響_pct,20日扣抵值,20日扣抵影響_pct,60日扣抵值,60日扣抵影響_pct,5日乖離,10日乖離,20日乖離,60日乖離,總成交金額_億,法人總買超_億,買超_外資_億,買超_投信_億,買超_自營商_億,買超_融資_億,資金走向,資金走向判讀
2000-01-04,TAIEX,8644.91,8756.55,111.63999999999942,8803.61,8642.5,161.11000000000058,,,3902921000.0,,0.6929427099497176,0.29209856619701535,0.014958723853266997,🟥 長紅K,,,,,,,,,,,,,,,,,,2286.1831768,,,,0.0,,,
2000-01-05,TAIEX,8690.6,8849.87,159.27000000000044,8867.68,8668.02,199.65999999999985,0.010657165207758938,0.02280121737442256,4602396059.0,0.17921834928249894,0.7977061003706328,0.08920164279274519,0.11309225683662198,🟥 長紅K,,,,,,,,,,,,,,,,,,2527.57881194,,,,0.0,,,
2000-01-06,TAIEX,8876.59,8922.03,45.44000000000051,9023.99,8863.91,160.07999999999993,0.008153792089601299,0.01808840129855014,4811126992.0,0.045352666377294064,0.28385807096452104,0.6369315342328784,0.07921039480260056,🟥 流星線,,,,,,,,,,,,,,,,,,2681.46298907,,,,0.0,,,
2000-01-07,TAIEX,8856.87,8845.47,-11.400000000001455,8940.77,8739.43,201.34000000000015,-0.008581006788813903,-0.022566613203497426,4481003273.0,-0.06861671278869456,0.05662064170061313,0.41670805602463284,0.526671302274754,🟩 錘子線,,,,,,,,,,,,,,,,,,2226.9937171,,,,0.0,,,
2000-01-10,TAIEX,8918.6,9102.6,184.0,9126.02,8891.79,234.22999999999956,0.029069116734328538,0.026480220949254205,4363059308.0,-0.02632088347506101,0.7855526619135053,0.09998719207616495,0.11446014601032976,🟥 長紅K,,8895.304,,,,8756.55,0.03801661063871872,,,,,,,0.023303981516539545,,,,2444.43735507,,,,0.0,,,
2000-01-11,TAIEX,9199.1,8927.03,-272.0699999999997,9332.52,8890.45,442.0699999999997,-0.019287895766044835,-0.04856524509480804,5395525668.0,0.23663816765151338,0.6154455176781956,0.30180740606691286,0.08274707625489165,🟩 長黑K,,8929.4,,,,8849.87,0.008643412198681963,,,,,,,-0.00026541536945360065,,,,3264.62532039,,,,0.0,,,
2000-01-12,TAIEX,8964.78,9144.65,179.86999999999898,9144.65,8937.31,207.34000000000015,0.024377648557246806,0.02322608975213482,3937299088.0,-0.2702658961755124,0.8675122986399096,0.0,0.13248770136009042,🟥 長紅K,,8988.356,,,,8922.03,0.02434428873713034,,,,,,,0.01738849685081453,,,,2367.05507097,,,,0.0,,,
2000-01-13,TAIEX,9168.73,9107.19,-61.539999999999054,9237.85,9095.35,142.5,-0.004096384224655851,-0.015582881794273154,4566289371.0,0.15975171531088928,0.4318596491228004,0.485052631578953,0.08308771929824664,🟩 中實體K,,9025.388,,,,8845.47,0.028737733592908585,,,,,,,0.009063543860939792,,,,2596.3286439,,,,0.0,,,
2000-01-14,TAIEX,9172.17,9023.24,-148.9300000000003,9236.85,8967.56,269.2900000000009,-0.009217991499024476,-0.029568944976441785,3834580349.0,-0.16024149206289975,0.5530469011103264,0.24018715882505878,0.20676594006461477,🟩 中實體K,,9060.942000000001,,,,9102.6,-0.008795066960426697,,,,,,,-0.004160936026298494,,,,2064.15942814,,,,0.0,,,
2000-01-15,TAIEX,9155.74,9191.37,35.63000000000102,9210.37,9105.02,105.35000000000036,0.01863299657329308,0.011675407059991795,3283833100.0,-0.1436264724883458,0.3382059800664537,0.18035121025154185,0.4814428096820045,🟥 中實體K,,9078.696,8987.0,,,8927.03,0.028759586438147973,8756.55,0.047307419894966854,,,,,0.012410813182862482,0.02274062534772458,,,1835.97969053,,,,0.0,,,
2000-01-17,TAIEX,9256.57,9315.43,58.86000000000058,9384.52,9230.39,154.13000000000102,0.013497443797823337,0.016768990912127465,4058472000.0,0.23589472315142934,0.38188542139752285,0.4482579640563141,0.1698566145461631,🟥 中實體K,65.19999999999891,9156.376,9042.888,,,9144.65,0.018333023811031874,8849.87,0.04997729573406697,,,,,0.017370846282415673,0.030138822907018137,,,1998.3457491,,,,0.0,,,
2000-01-18,TAIEX,9346.98,9250.19,-96.78999999999905,9353.89,9210.36,143.52999999999884,-0.007003434087315323,-0.015407769689643832,3858552244.0,-0.04925985839005419,0.6743537936319922,0.04814324531456776,0.27750296105344,🟩 長黑K,,9177.484,9082.920000000002,,,9107.19,0.015459141920328122,8922.03,0.03547602805996416,,,,,0.007922214846683484,0.018415883878752492,,,1734.67874086,,,,0.0,,,
2000-01-19,TAIEX,9255.7,9151.44,-104.26000000000022,9335.73,9150.86,184.86999999999898,-0.010675456396030784,-0.019985535432245065,3628638935.0,-0.05958538188967437,0.5639638665007887,0.4328987937469534,0.0031373397522579676,🟩 中實體K,,9186.334,9105.861,,,9023.24,0.014008724310054016,8845.47,0.033434082505048514,,,,,-0.003798468464133813,0.005005457474037844,,,1640.58480957,,,,0.0,,,
2000-01-20,TAIEX,9175.27,9136.95,-38.31999999999971,9211.34,9077.7,133.63999999999942,-0.0015833573732658228,-0.014603166277656785,3136783265.0,-0.13554825343899915,0.28674049685722747,0.26990422029332434,0.4433552828494482,🟩 中實體K,,9209.076000000001,9135.009000000002,,,9191.37,-0.005956035657413039,9102.6,0.0037594602137475154,,,,,-0.007832056115076062,0.00021247926520914141,,,1378.48648879,,,,0.0,,,
2000-01-21,TAIEX,9170.41,9255.94,85.53000000000065,9305.27,9170.41,134.86000000000058,0.013022945293560736,0.014759848746025815,3561639699.0,0.1354433501161898,0.6342132581936845,0.36578674180631554,0.0,🟥 長紅K,,9221.990000000002,9150.342999999999,,,9315.43,-0.006427224031270706,8927.03,0.03553501859346537,,,,,0.003681418001971256,0.011540223136990775,,,1849.54775353,,,,0.0,,,
2000-01-24,TAIEX,9327.98,9387.07,59.090000000000146,9425.87,9327.98,97.89000000000124,0.014167118628685924,0.01057591125266599,4197952794.0,0.17865734571036407,0.6036367351108326,0.39636326488916745,0.0,🟥 長紅K,72.03999999999905,9236.318000000001,9196.347,,,9250.19,0.014581759803644716,9144.65,0.0258248846551693,,,,,0.016321655447549398,0.02073899560336294,,,1959.47903655,,,,0.0,,,
2000-01-25,TAIEX,9411.1,9372.37,-38.72999999999956,9413.21,9308.01,105.19999999999891,-0.0015659838479950515,-0.011206904816944894,3916167179.0,-0.06712453160567865,0.3681558935361213,0.02005703422052077,0.6117870722433579,🟩 中實體K,,9260.754,9219.119,,,9151.44,0.023572479532925,9107.19,0.028293804021821616,,,,,0.012052582327529699,0.016623171910461313,,,1647.43905242,,,,0.0,,,
2000-01-26,TAIEX,9469.74,9581.96,112.21999999999935,9617.32,9469.74,147.57999999999993,0.022362540104583824,0.015746284024211583,4711541072.0,0.2031000865502121,0.7604011383656282,0.23959886163437186,0.0,🟥 長紅K,58.63999999999942,9346.858,9266.596000000001,,,9136.95,0.04644248149647864,9023.24,0.05830957340669335,,,,,0.025153051431828638,0.0340323458581768,,,2206.59626112,,,,0.0,,,
2000-01-27,TAIEX,9639.86,9628.98,-10.880000000001019,9733.26,9618.3,114.96000000000095,0.004907137996819068,0.011997545387373873,5061179542.0,0.07420894027176168,0.09464161447460795,0.8124565066109852,0.09290187891440678,🟩 流星線,47.02000000000044,9445.264,9327.17,,,9255.94,0.038741382784053875,9191.37,0.04544718132138594,,,,,0.01945059449899975,0.03235815365217955,,,2053.86429148,,,,0.0,,,
