date,stock_id,Trading_Volume,Volume_Change,Trading_money,open,max,min,close,close-open,近5日均量,近10日均量,近20日均量,5MA,10MA,20MA,5_Devi,10_Devi,20_Devi,法人總買超,買超-外資,買超-外資自營商,買超-投信,買超-自營商(自行買賣),買超-自營商(避險)
2025-08-25,TPEx,861535000,-0.13724506452123303,108653543000,244.96,248.55,244.96,247.48,2.519999999999982,1052870600.0,1235122800.0,,245.118,245.12199999999999,,0.009636175229889257,0.009619699578169256,,33080398090,24114791914,0,3231606250,1384604238,4349395688
2025-08-26,TPEx,951858000,0.1048396176591781,118177202000,247.47,250.28,247.4,250.28,2.8100000000000023,995072200.0,1188323300.0,,245.77999999999997,245.91400000000004,,0.018309056880136825,0.017754174223508855,,-13609501837,-14508100864,0,-2425226828,335292654,2988533201
2025-08-27,TPEx,1067171000,0.12114517081329358,136743502000,250.67,254.19,250.67,253.83,3.160000000000025,986349600.0,1127483300.0,,248.282,246.964,,0.02234555867924377,0.02780162290860212,,7469544072,-1947570889,0,-1647591422,2815259360,8249447023
2025-08-28,TPEx,1155237000,0.08252285716159828,151005028000,253.84,255.35,253.35,253.99,0.15000000000000568,1006877400.0,1114720000.0,,249.94400000000002,247.81,,0.016187626028230293,0.02493846091763854,,-13629453740,-9520531049,0,-2760035692,-237115928,-1111771071
2025-08-29,TPEx,1151790000,-0.0029838033234738845,149250453000,254.52,256.69,254.52,255.0,0.47999999999998977,1037518200.0,1091791300.0,,252.11599999999999,248.70299999999997,,0.011439178790715444,0.02531935682319886,,-8636365019,-8635002338,0,-335109173,443164972,-109418480
2025-09-01,TPEx,1071712000,-0.06952482657428871,143854005000,254.99,256.75,250.4,252.37,-2.6200000000000045,1079553600.0,1066212100.0,1170584950.0,253.094,249.106,245.465,-0.0028605972484531026,0.01310285581238513,0.02813028333978368,-21593857824,-7666900296,0,-3059842787,-2751433877,-8115680864
2025-09-02,TPEx,1232978000,0.1504751276462333,155604767000,252.67,254.79,248.75,251.05,-1.6199999999999761,1135777600.0,1065424900.0,1175827750.0,253.248,249.51399999999998,246.16600000000003,-0.00867923932271915,0.006155967200237381,0.0198402703866496,1096898955,7786239530,0,-6102683470,-1077548032,490890927
2025-09-03,TPEx,1126286000,-0.08653195758561791,147612746000,251.27,254.2,251.27,253.85,2.579999999999984,1147600600.0,1066975100.0,1183144750.0,253.252,250.76699999999997,247.05599999999998,0.002361284412363909,0.012294281145445882,0.027499838093387782,9982870499,8199762036,0,-637699825,594424275,1826384013
2025-09-04,TPEx,1266940000,0.12488302260704652,149718971000,254.26,256.86,254.18,254.18,-0.07999999999998408,1169941200.0,1088409300.0,1188797950.0,253.29000000000002,251.61700000000002,247.788,0.003513758932448917,0.010186116200415663,0.02579624517732899,11633833868,11808136125,0,-1545453579,-221496133,1592647455
2025-09-05,TPEx,1135087000,-0.1040720160386443,147953707000,254.76,258.06,254.76,258.03,3.269999999999982,1166600600.0,1102059400.0,1184605100.0,253.89600000000002,253.006,248.7,0.01628225730220231,0.0198572365872745,0.03751507840772008,33024810722,28281116909,0,-433975608,1990403544,3187265877
2025-09-08,TPEx,1184719000,0.04372528273163202,161470339000,258.68,260.81,258.68,259.78,1.099999999999966,1189202000.0,1134377800.0,1184750300.0,255.378,254.23600000000002,249.679,0.01723719349356635,0.021806510486319618,0.04045594543393706,15996611405,14618525216,0,-1220126071,148022770,2450189490
2025-09-09,TPEx,1201322000,0.014014293684831593,155371622000,260.18,261.29,258.95,259.6,-0.5799999999999841,1182870800.0,1159324200.0,1173823750.0,257.088,255.16799999999998,250.541,0.009770973363206373,0.01736894908452488,0.03615775461900458,38526893843,35653694959,0,-1782067231,-593301300,5248567415
2025-09-10,TPEx,1265206000,0.05317808214616897,165651128000,259.95,261.6,259.95,260.73,0.7800000000000296,1210654800.0,1179127700.0,1153305500.0,258.46400000000006,255.858,251.41099999999997,0.008767178407824542,0.01904181225523538,0.03706679500896956,57674044343,48947944283,0,-2727385240,1408535101,10044950199
2025-09-11,TPEx,1288657000,0.018535321520764206,163518032000,260.88,262.26,256.58,256.58,-4.300000000000011,1214998200.0,1192469700.0,1153594850.0,258.944,256.117,251.9635,-0.009129387048937348,0.0018077675437396402,0.018322098240419638,28501291028,32999661731,0,-6271656501,-3293217011,5066502809
2025-09-12,TPEx,1050837000,-0.18454872010162518,149946221000,256.91,259.8,256.91,258.09,1.17999999999995,1198148200.0,1182374400.0,1137082850.0,258.956,256.42600000000004,252.5645,-0.0033441974698405993,0.006489201563023758,0.021877579786549438,25670421666,26538500007,0,-5810072034,1220408612,3721585081
2025-09-15,TPEx,1007192000,-0.04153355848718688,136597122000,258.11,259.14,254.72,255.82,-2.2900000000000205,1162642800.0,1175922400.0,1121067250.0,258.164,256.77099999999996,252.93850000000003,-0.00907949985280672,-0.0037036892795524615,0.011392097288471148,-4703837224,2546248589,0,-8246829092,-276707377,1273450656
2025-09-16,TPEx,1122265000,0.11425130461719314,138268772000,256.11,259.41,256.11,259.33,3.2199999999999704,1146831400.0,1164851100.0,1115138000.0,258.10999999999996,257.599,253.5565,0.0047266669249545834,0.006719746582867148,0.02277007294232246,23591286670,27003531062,0,-4513790695,-1551866087,2653412390
2025-09-17,TPEx,1101737000,-0.01829157997442672,142079977000,259.29,260.75,257.76,257.89,-1.400000000000034,1114137600.0,1162396200.0,1114685650.0,257.542,258.00300000000004,254.385,0.001351235914918783,-0.0004379794033404897,0.01377832812469287,-11634659183,-5734012058,0,-5314277279,-634644981,48275135
2025-09-18,TPEx,1176002000,0.0674071942759479,156842383000,258.09,262.77,258.09,262.45,4.360000000000014,1091606600.0,1153302400.0,1120855850.0,258.716,258.83,255.2235,0.014432814360147731,0.013986013986014005,0.028314398948372652,17228408262,12153720716,0,-4987795065,3850575418,6211907193
2025-09-19,TPEx,1178949000,0.002505948119135852,165076126000,262.66,264.54,262.66,263.28,0.6199999999999477,1117229000.0,1157688600.0,1129874000.0,259.754,259.355,256.1805,0.013574381915196507,0.015133697056158371,0.027712882128030737,-12267657124,-15745036443,0,-1937327805,1346021137,4068685987
2025-09-22,TPEx,1082202000,-0.08206207393195125,153659988000,263.43,266.05,263.43,266.05,2.6200000000000045,1132231000.0,1147436900.0,1140907350.0,261.8,259.98199999999997,257.10900000000004,0.016233766233766232,0.02334007738997331,0.03477513428156919,-4151157011,-6650808558,0,-5264117265,2908896339,4854872473
2025-09-23,TPEx,1167618000,0.07892796354100251,165385713000,266.47,268.26,265.54,265.54,-0.9300000000000068,1141301600.0,1144066500.0,1151695350.0,263.04200000000003,260.57599999999996,257.872,0.009496582294842612,0.019050104384133827,0.029735682819383283,12274599104,10638719207,0,-1569628564,559066577,2646441884
2025-09-24,TPEx,1091798000,-0.06493562106784924,147685556000,265.62,266.31,262.61,264.87,-0.75,1139313800.0,1126725700.0,1152926700.0,264.438,260.99,258.42400000000004,0.0016336532570962433,0.01486646997969269,0.024943503699346687,-14565959202,-12950186461,0,-8566887088,3152965887,3798148460
2025-09-25,TPEx,1089525000,-0.0020818869424563883,137850528000,264.75,266.82,263.04,263.13,-1.6200000000000045,1122018400.0,1106812500.0,1149641100.0,264.57399999999996,261.645,258.881,-0.005457830323463229,0.00567562919222616,0.016412946488927438,5382828825,106720086,0,-1741264243,1588402683,5428970299
2025-09-26,TPEx,1004292000,-0.07822950368279755,120973550000,262.94,262.94,255.71,257.03,-5.910000000000025,1087087000.0,1102158000.0,1142266200.0,263.32399999999996,261.539,258.98249999999996,-0.023902112986282996,-0.01724025862299701,-0.007539119438572053,-35335558189,-25157852509,0,-5652013477,-139467047,-4386225156
2025-09-30,TPEx,806362000,-0.19708411497851222,103661836000,257.24,261.52,257.24,261.52,4.279999999999973,1031919000.0,1082075000.0,1128998700.0,262.418,262.10900000000004,259.43999999999994,-0.003422021355242493,-0.002247156717243801,0.008017267961763958,13242429356,6550967708,0,696563422,3561841572,2433056654
2025-10-01,TPEx,957538000,0.1874790726745556,118447721000,261.86,263.97,261.38,261.47,-0.38999999999998636,989903000.0,1065602300.0,1115226700.0,261.604,262.323,259.96099999999996,-0.0005122245837217998,-0.0032517163954359773,0.0058047168613756354,16595101819,12664964009,0,633133899,3075916302,221087609
2025-10-02,TPEx,938377000,-0.020010694092558207,129256946000,262.07,265.25,262.07,262.94,0.8700000000000045,959218800.0,1049266300.0,1105831250.0,261.21799999999996,262.828,260.4155,0.00659219502484529,0.0004261342018355092,0.009694123429672923,32469988020,23409818512,0,237157488,3928741172,4894270848
2025-10-03,TPEx,921344000,-0.01815155316040355,116299978000,262.75,264.43,262.75,263.66,0.910000000000025,925582600.0,1023800500.0,1088551450.0,261.324,262.949,260.8895,0.008939094763588543,0.002703946392646531,0.010619438497908222,21320756058,16959990133,0,-1689575342,2736525762,3313815505
